iter	Logloss
420	0.1268395181
421	0.1268277514
422	0.1268212385
423	0.1268160655
424	0.1268095851
425	0.1267983553
426	0.1267894743
427	0.1267837253
428	0.1267762742
429	0.1267630789
430	0.1267569905
431	0.1267342358
432	0.126727533
433	0.1267136333
434	0.1267075191
435	0.1267002288
436	0.1266937277
437	0.1266801424
438	0.1266727796
439	0.126664971
440	0.1266568623
441	0.1266284639
442	0.1266165017
443	0.1266119894
444	0.1266039025
445	0.1265836708
446	0.1265547093
447	0.1265419773
448	0.1265217227
449	0.1265126554
450	0.1265030026
451	0.1264967643
452	0.1264899388
453	0.1264756377
454	0.1264652608
455	0.1264608761
456	0.1264538192
457	0.1264434304
458	0.1264336083
459	0.1264264414
460	0.1264208203
461	0.1264133517
462	0.1264083641
463	0.1264003869
464	0.1263926544
465	0.1263866792
466	0.1263776526
467	0.1263669782
468	0.1263598902
469	0.1263478597
470	0.1263384069
471	0.1263240608
472	0.1263155406
473	0.1263078353
474	0.1262898364
475	0.1262821488
476	0.126278394
477	0.1262664039
478	0.1262635199
479	0.126259258
480	0.1262544858
481	0.1262468321
482	0.1262334998
483	0.1262257131
484	0.1262192065
485	0.1262147174
486	0.1262045497
487	0.126189818
488	0.1261836845
489	0.1261761159
490	0.1261602747
491	0.1261520894
492	0.1261461675
493	0.1261304291
494	0.1261219599
495	0.126106234
496	0.1261017242
497	0.1260931475
498	0.1260888906
499	0.1260860309
500	0.1260794805
501	0.1260746301
502	0.1260665327
503	0.1260587184
504	0.1260534798
505	0.1260232952
506	0.1260193088
507	0.1259924414
508	0.1259871246
509	0.1259806072
510	0.1259687067
511	0.1259644576
512	0.1259494712
513	0.125944328
514	0.1259357075
515	0.1259308138
516	0.1259225265
517	0.1259137637
518	0.1259047738
519	0.1258988543
520	0.1258860539
521	0.125876469
522	0.1258718428
523	0.1258608378
524	0.1258535682
525	0.1258457983
526	0.1258354255
527	0.12582927
528	0.1258196484
529	0.1258094429
530	0.1258018909
531	0.1257882279
532	0.1257734617
533	0.1257680511
534	0.1257614651
535	0.1257564307
536	0.1257495722
537	0.1257436779
538	0.1257376153
539	0.1257302603
540	0.1257252716
541	0.1257194357
542	0.1257106932
543	0.125703238
544	0.1256880324
545	0.1256757428
546	0.1256678282
547	0.125658234
548	0.1256529362
549	0.1256495275
550	0.1256409453
551	0.1256300541
552	0.1256233259
553	0.1256128751
554	0.1255998602
555	0.125591366
556	0.125580875
557	0.1255719951
558	0.1255621912
559	0.1255561618
560	0.1255453744
561	0.1255372958
562	0.1255297509
563	0.1255218438
564	0.1255134488
565	0.125510002
566	0.1255044987
567	0.1254983234
568	0.1254925744
569	0.1254860285
570	0.1254764
571	0.1254713419
572	0.1254663551
573	0.1254610985
574	0.1254572093
575	0.1254509125
576	0.1254337226
577	0.1254259635
578	0.1254202817
579	0.1254018353
580	0.1253609779
581	0.1253520357
582	0.1253451536
583	0.1253370744
584	0.1253321753
585	0.1253220367
586	0.1253186546
587	0.1253109566
588	0.1253018812
589	0.1252952967
590	0.1252935254
591	0.1252854289
592	0.1252822347
593	0.1252715131
594	0.1252645491
595	0.1252509207
596	0.1252432162
597	0.1252346017
598	0.1252263555
599	0.1252185021
600	0.1252118796
601	0.1252033613
602	0.125200327
603	0.1251919883
604	0.12518473
605	0.1251742865
606	0.1251670417
607	0.125158607
608	0.1251449762
609	0.1251373096
610	0.1251283921
611	0.1251217459
612	0.1251171301
613	0.1251069653
614	0.1251022959
615	0.1250913127
616	0.1250873621
617	0.1250821843
618	0.1250776237
619	0.1250723108
620	0.1250630317
621	0.1250579253
622	0.125051086
623	0.1250268642
624	0.1250180453
625	0.1250135264
626	0.1250064466
627	0.1250011794
628	0.1249954115
629	0.1249906097
630	0.1249844273
631	0.1249798392
632	0.1249662181
633	0.1249585696
634	0.1249512479
635	0.124945106
636	0.1249388702
637	0.1249285658
638	0.1249234028
639	0.1249179979
640	0.1249111756
641	0.1249015415
642	0.1248911323
643	0.1248842201
644	0.1248783506
645	0.1248694364
646	0.1248596547
647	0.1248509615
648	0.1248427859
649	0.1248388559
650	0.1248204333
651	0.1248139808
652	0.1248037952
653	0.1247936989
654	0.124788769
655	0.1247787886
656	0.1247721535
657	0.1247683071
658	0.1247644292
659	0.1247583617
660	0.1247487568
661	0.1247417098
662	0.1247348654
663	0.1247266965
664	0.1247208728
665	0.1247126393
666	0.1247054215
667	0.1246986326
668	0.1246923618
669	0.1246859037
670	0.124680508
671	0.1246765524
672	0.1246689111
673	0.1246625921
674	0.1246505011
675	0.1246432359
676	0.1246358567
677	0.124628243
678	0.1246222777
679	0.1246188617
680	0.1246100176
681	0.1246058845
682	0.1246001104
683	0.1245829585
684	0.1245787702
685	0.1245727736
686	0.1245651993
687	0.1245556343
688	0.1245493917
689	0.1245398027
690	0.1245337317
691	0.1245237232
692	0.124516581
693	0.1245110682
694	0.1245028826
695	0.1244965211
696	0.1244559771
697	0.1244506383
698	0.1244406344
699	0.124437035
700	0.1244295736
701	0.1244251888
702	0.1244205185
703	0.124416814
704	0.1244085784
705	0.1243952582
706	0.1243877299
707	0.1243833662
708	0.1243744537
709	0.1243683709
710	0.1243598337
711	0.124351568
712	0.1243429615
713	0.1243364068
714	0.1243318577
715	0.1243266021
716	0.1243144364
717	0.1243066774
718	0.1242996877
719	0.1242910397
720	0.1242826673
721	0.1242688745
722	0.1242627208
723	0.1242568582
724	0.1242491401
725	0.1242384903
726	0.1242356611
727	0.1242295684
728	0.1242221087
729	0.1242172276
730	0.1241973893
731	0.1241860312
732	0.1241774146
733	0.1241541589
734	0.1241463812
735	0.1241389753
736	0.1241298755
737	0.1241244989
738	0.1241140044
739	0.1241112229
740	0.1241042081
741	0.1240945065
742	0.1240901283
743	0.1240856309
744	0.1240571434
745	0.1240478186
746	0.1240447503
747	0.1240372761
748	0.1240307183
749	0.1240242466
750	0.1240167266
751	0.1240068062
752	0.1240025325
753	0.1239954196
754	0.1239781442
755	0.1239734154
756	0.1239655894
757	0.1239591917
758	0.123955102
759	0.1239533406
760	0.1239454181
761	0.1239379773
762	0.123924336
763	0.1239138892
764	0.1239082601
765	0.1239040309
766	0.123883911
767	0.1238793057
768	0.1238611461
769	0.1238567763
770	0.1238484302
771	0.1238436678
772	0.1238308058
773	0.1238230052
774	0.1238145741
775	0.1238105969
776	0.1238037287
777	0.1237983545
778	0.1237932009
779	0.1237746479
780	0.1237709718
781	0.1237651403
782	0.1237601255
783	0.1237504104
784	0.1237452686
785	0.1237403596
786	0.1237341112
787	0.1237257712
788	0.1237202705
789	0.1237092697
790	0.1237043792
791	0.1236817701
792	0.1236782765
793	0.123672324
794	0.1236673478
795	0.1236584677
796	0.1236502979
797	0.1236461355
798	0.1236399016
799	0.123630322
800	0.1236250165
801	0.1236208375
802	0.1236095344
803	0.1236049559
804	0.1235972604
805	0.1235877569
806	0.1235800847
807	0.1235757545
808	0.123567388
809	0.1235613925
810	0.123547539
811	0.123538103
812	0.1235319447
813	0.1235284359
814	0.1235225644
815	0.1235175755
816	0.1235118327
817	0.1235079899
818	0.1235043957
819	0.1235005701
820	0.1234944067
821	0.1234845411
822	0.1234804755
823	0.1234679947
824	0.1234561658
825	0.1234497216
826	0.1234436411
827	0.1234364515
828	0.1234319455
829	0.1234269679
830	0.1234132848
831	0.1234079122
832	0.1233981979
833	0.1233895652
834	0.1233863384
835	0.123375821
836	0.1233706765
837	0.1233673551
838	0.1233577318
839	0.1233509266
840	0.1233409057
841	0.1233367274
842	0.1233264956
843	0.1233166756
844	0.1233100519
845	0.1233043977
846	0.1232989307
847	0.1232939916
848	0.1232882028
849	0.123284728
850	0.1232790517
851	0.1232710146
852	0.1232663122
853	0.1232617497
854	0.12325619
855	0.1232517765
856	0.1232427836
857	0.1232390268
858	0.1232326312
859	0.1232275464
860	0.1232215656
861	0.1232178645
862	0.1232090331
863	0.1231995999
864	0.1231930634
865	0.1231851902
866	0.1231800465
867	0.1231772296
868	0.123173185
869	0.1231525259
870	0.1231444189
871	0.1231375621
872	0.1231309208
873	0.1231191672
874	0.1231092554
875	0.1231026597
876	0.1230956983
877	0.1230881657
878	0.1230807418
879	0.1230755093
880	0.1230677411
881	0.123062433
882	0.1230521924
883	0.1230467938
884	0.1230424274
885	0.1230382564
886	0.1230323473
887	0.1230259896
888	0.1230124759
889	0.1230051717
890	0.1230001726
891	0.1229930814
892	0.1229865558
893	0.1229774671
894	0.1229715736
895	0.1229643281
896	0.1229482023
897	0.1229406656
898	0.1229312416
899	0.1229278842
900	0.122922555
901	0.1229146182
902	0.1229097839
903	0.122905328
904	0.1228983824
905	0.1228926945
906	0.1228868242
907	0.12288073
908	0.1228662737
909	0.122859845
910	0.1228504338
911	0.122846304
912	0.1228376492
913	0.1228301417
914	0.1228217788
915	0.1228148272
916	0.1228093457
917	0.1228040317
918	0.1227931304
919	0.1227891674
920	0.1227838086
921	0.1227752752
922	0.1227660451
923	0.1227596451
924	0.1227549869
925	0.122750128
926	0.1227445165
927	0.1227392447
928	0.1227344168
929	0.1227263809
930	0.1227214626
931	0.1227125418
932	0.1227041381
933	0.1227015248
934	0.1226974412
935	0.1226931612
936	0.1226860014
937	0.1226796495
938	0.1226732323
939	0.1226710017
940	0.1226682856
941	0.1226622877
942	0.122655651
943	0.1226342473
944	0.1226291101
945	0.1226254919
946	0.1226206282
947	0.1226068632
948	0.1226013664
949	0.1225943961
950	0.1225896256
951	0.122583086
952	0.122576629
953	0.1225671341
954	0.1225626959
955	0.122557984
956	0.1225409126
957	0.1225308177
958	0.1225248479
959	0.1225158766
960	0.1225095608
961	0.1225013762
962	0.1224969171
963	0.1224851572
964	0.1224808753
965	0.1224728988
966	0.1224679905
967	0.1224636967
968	0.1224572792
969	0.1224531381
970	0.1224479361
971	0.1224426329
972	0.1224379911
973	0.1224334555
974	0.1224280228
975	0.1224221245
976	0.1224161294
977	0.1223958516
978	0.1223887281
979	0.122384453
980	0.1223774512
981	0.1223728965
982	0.1223545613
983	0.1223465984
984	0.122341147
985	0.1223349339
986	0.1223281793
987	0.1223212113
988	0.1223169191
989	0.1223095864
990	0.1223027591
991	0.1222958835
992	0.1222903921
993	0.1222836933
994	0.1222769567
995	0.1222638613
996	0.1222546605
997	0.1222492206
998	0.1222415518
999	0.1222368655
